id,title,genre,description
876,Land Before Time III: The Time of the Great Giving,Animation|Children's,"In <Land Before Time III: The Time of the Great Giving,> Littlefoot and his friends Cera, Ducky, Petrie, and Spike embark on a journey to find a special flower that can cure the illness of Littlefoot's grandfather."
877,1-900,Romance,"<1-900> is a Dutch film that tells the story of two lonely people, a man and a woman, who meet through a phone sex line."
878,Baton Rouge,Thriller,Baton Rouge is an engaging film that offers a unique cinematic experience.
879,Halloween: The Curse of Michael Myers,Horror|Thriller,"In <Halloween: The Curse of Michael Myers >, Michael Myers is back and seeking revenge on his family members."
880,Twelfth Night,Comedy|Drama|Romance,<Twelfth Night> is a film adaptation of William Shakespeare's play of the same name.
881,Mother Night,Drama,"<Mother Night> is a drama film directed by Keith Gordon, based on the novel of the same name by Kurt Vonnegut."
882,Liebelei,Romance,<Liebelei> is a German drama film directed by Max Ophüls.
883,Venice/Venice,Drama,<Venice/Venice> is a 1992 romantic drama film directed by Henry Jaglom.
884,Wild Reeds,Drama,<Wild Reeds> is a French film set in 1962 during the Algerian War.
885,For Whom the Bell Tolls,Adventure|War,<For Whom the Bell Tolls> is a war drama film set during the Spanish Civil War.
886,"Philadelphia Story, The",Comedy|Romance,<The Philadelphia Story> is a classic romantic comedy film from 1940.
887,Singin' in the Rain,Musical|Romance,<Singin' in the Rain> is a classic musical comedy film from 1952 that follows the story of a Hollywood actor named Don Lockwood (played by Gene Kelly) and his transition from silent films to talkies.
888,"American in Paris, An",Musical|Romance,<An American in Paris> is a musical film directed by Vincente Minnelli and starring Gene Kelly and Leslie Caron.
889,Funny Face,Comedy|Musical,<Funny Face> is a musical romantic comedy that follows a shy bookstore clerk named Jo Stockton (played by Audrey Hepburn) who is discovered by a fashion photographer named Dick Avery (played by Fred Astaire).
890,Breakfast at Tiffany's,Drama|Romance,<Breakfast at Tiffany's> is a romantic comedy film based on Truman Capote's novella of the same name.
891,Vertigo,Mystery|Thriller,<Vertigo> is a psychological thriller film directed by Alfred Hitchcock.
892,Rear Window,Mystery|Thriller,<Rear Window> is a classic mystery thriller directed by Alfred Hitchcock.
893,It Happened One Night,Comedy,<It Happened One Night> is a romantic comedy film from 1934 that follows the story of a spoiled heiress who runs away from her father and falls in love with a reporter who is trying to get a big story.
894,Gaslight,Mystery|Thriller,<Gaslight > is a psychological thriller film about a woman named Paula who marries a man named Gregory.
895,"Gay Divorcee, The",Comedy|Musical|Romance,<The Gay Divorcee> is a romantic comedy musical film from 1934.
896,North by Northwest,Drama|Thriller,<North by Northwest> is a classic thriller movie directed by Alfred Hitchcock.
897,"Apartment, The",Comedy|Drama,<The Apartment> is a 1960 American romantic comedy-drama film directed by Billy Wilder and starring Jack Lemmon and Shirley MacLaine.
898,Some Like It Hot,Comedy|Crime,<Some Like It Hot> is a classic comedy film from 1959 directed by Billy Wilder.
899,Charade,Comedy|Mystery|Romance|Thriller,<Charade> is a classic 1963 American romantic comedy thriller film directed by Stanley Donen and starring Cary Grant and Audrey Hepburn.
900,Casablanca,Drama|Romance|War,<Casablanca> is a classic Hollywood film set during World War II.
901,"Maltese Falcon, The",Film-Noir|Mystery,<The Maltese Falcon> is a classic film noir detective story directed by John Huston.
902,My Fair Lady,Musical|Romance,"<My Fair Lady> is a musical film adaptation of the stage musical of the same name, which is based on George Bernard Shaw's play <Pygmalion>."
903,Sabrina,Comedy|Romance,<Sabrina> is a romantic comedy film directed by Billy Wilder and released in 1954.
904,Roman Holiday,Comedy|Romance,<Roman Holiday> is a classic romantic comedy film from 1953 starring Audrey Hepburn and Gregory Peck.
905,"Little Princess, The",Children's|Drama,"The movie <Little Princess, The > is about a young girl named Sara Crewe who is sent to a boarding school in London while her father goes off to fight in World War I."
906,Meet Me in St. Louis,Musical,"<Meet Me in St. Louis> is a musical film set in St. Louis, Missouri in the year leading up to the 1904 World's Fair. The story follows the Smith family, who are preparing to move to New York City, and their various romantic entanglements. The film explores themes of family, love, and the excitement of a rapidly changing world. Some of the most famous moments in the film include the songs <The Trolley Song> and <Have Yourself a Merry Little Christmas.>"
907,"Wizard of Oz, The",Adventure|Children's|Drama|Musical,The movie <Wizard of Oz> is about a young girl named Dorothy who is swept away to a magical land called Oz after a tornado hits her home in Kansas.
908,Gone with the Wind,Drama|Romance|War,<Gone with the Wind> is a classic American film released in 1939 and directed by Victor Fleming.
909,My Favorite Year,Comedy,<My Favorite Year> is a comedy film that follows a young comedy writer named Benjy Stone who works for a 1950s TV variety show.
910,Sunset Blvd. (a.k.a. Sunset Boulevard),Film-Noir,"<Sunset Blvd.> is a classic film noir that tells the story of a struggling screenwriter named Joe Gillis who stumbles upon the decaying mansion of a former silent film star named Norma Desmond. Norma, who is living in isolation with her butler Max, becomes obsessed with Joe and hires him to edit her screenplay for a comeback film. As Joe becomes more entangled in Norma's delusions and manipulations, he realizes that he is trapped in a dangerous and tragic situation. The film explores themes of aging, obsession, and the dark side of Hollywood."
911,Citizen Kane,Drama,<Citizen Kane> is a classic American drama film directed by Orson Welles.
912,2001: A Space Odyssey,Drama|Mystery|Sci-Fi|Thriller,<2001: A Space Odyssey> is a science fiction movie directed by Stanley Kubrick.
913,Golden Earrings,Adventure|Romance,<Golden Earrings> is a romantic adventure movie released in 1947.
914,All About Eve,Drama,"<All About Eve> is a classic drama film from 1950 that tells the story of a young and ambitious actress named Eve Harrington, who insinuates herself into the life of an aging Broadway star named Margo Channing."
915,"Women, The",Comedy,"The movie <The Women>  is a comedy-drama that follows the lives of a group of wealthy New York City socialites, specifically their relationships, marriages, and infidelities."
916,Rebecca,Romance|Thriller,<Rebecca > is a psychological thriller film directed by Alfred Hitchcock.
917,Foreign Correspondent,Thriller,<Foreign Correspondent> is a classic thriller directed by Alfred Hitchcock that follows the story of an American reporter named Johnny Jones (played by Joel McCrea) who is sent to Europe to cover the events leading up to World War II.
918,Notorious,Film-Noir|Romance|Thriller,<Notorious > is a classic film noir directed by Alfred Hitchcock.
919,Spellbound,Mystery|Romance|Thriller,<Spellbound> is a psychological thriller directed by Alfred Hitchcock.
920,"Affair to Remember, An",Romance,<An Affair to Remember> is a classic romantic movie from 1957.
921,To Catch a Thief,Comedy|Romance|Thriller,<To Catch a Thief> is a classic 1955 American romantic thriller film directed by Alfred Hitchcock.
922,Father of the Bride,Comedy,<Father of the Bride> is a comedy film from 1950 about a father named Stanley Banks who is caught off guard when his daughter announces her engagement and upcoming wedding.
923,"Band Wagon, The",Comedy|Musical,<The Band Wagon> is a classic musical comedy from 1953.
924,Ninotchka,Comedy|Romance,<Ninotchka> is a romantic comedy film directed by Ernst Lubitsch and starring Greta Garbo.
925,Love in the Afternoon,Comedy|Romance,<Love in the Afternoon> is a romantic comedy film directed by Billy Wilder.
926,Gigi,Musical,<Gigi> is a musical film set in Paris in the early 1900s.
927,"Reluctant Debutante, The",Comedy|Drama,<The Reluctant Debutante> is a comedy film from 1958 about a young American woman named Jane Broadbent who is sent to London to make her debut in society.
928,"Adventures of Robin Hood, The",Action|Adventure,"The movie <Adventures of Robin Hood, The > is about the legendary hero Robin Hood, who steals from the rich to give to the poor in medieval England."
929,"Mark of Zorro, The",Adventure,"The movie <Mark of Zorro> is a classic swashbuckling adventure film about a wealthy nobleman named Don Diego de la Vega, who secretly assumes the identity of a masked vigilante named Zorro to fight against the corrupt government officials and protect the oppressed people of California during the Spanish colonial era."
930,Laura,Crime|Film-Noir|Mystery,The movie <Laura>  is a classic film noir mystery about a detective named Mark McPherson who investigates the murder of a beautiful advertising executive named Laura Hunt.
931,"Ghost and Mrs. Muir, The",Drama|Romance,"<The Ghost and Mrs. Muir> is a romantic fantasy film from 1947 that tells the story of a young widow named Lucy Muir who moves into a seaside cottage with her daughter and encounters the ghost of a sea captain named Daniel Gregg. Despite their initial clashes, Lucy and Daniel develop a close bond and fall in love, but their relationship is complicated by the fact that Daniel is a ghost and cannot be seen or heard by anyone else. The film explores themes of love, loss, and the supernatural, and is known for its charming performances and witty dialogue."
932,Lost Horizon,Drama,<Lost Horizon> is a classic adventure and fantasy film directed by Frank Capra.
933,Top Hat,Comedy|Musical|Romance,<Top Hat> is a classic musical comedy film from 1935 starring Fred Astaire and Ginger Rogers.
934,To Be or Not to Be,Comedy|Drama|War,<To Be or Not to Be> is a comedy film directed by Ernst Lubitsch and starring Carole Lombard and Jack Benny.
935,My Man Godfrey,Comedy,<My Man Godfrey> is a classic screwball comedy from 1936 about a wealthy and eccentric family who hires a homeless man named Godfrey as their butler.
936,Giant,Drama,<Giant> is a classic American drama film released in 1956.
937,East of Eden,Drama,<East of Eden> is a 1955 film directed by Elia Kazan and stars James Dean.
938,"Thin Man, The",Mystery,<The Thin Man> is a classic detective comedy film from 1934.
939,His Girl Friday,Comedy,<His Girl Friday> is a classic screwball comedy film directed by Howard Hawks.
940,Around the World in 80 Days,Adventure|Comedy,Around the World in 80 Days is a 1956 adventure comedy film based on the classic novel by Jules Verne.
